Player,: Kurihara Syusuke,,,,,,,,,,,,,,,,,,,,,
Session,: 20190529 Top Kanto League 7sec vs RKU.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Start,43:35.6,,,,,,,,,,,,,,,,,,,,,
End,57:29.2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Time,Cumulative Time,Heart Rate,Heart Rate Zone,Speed (km/h),Speed Zone,Distance (m),X (m),Y (m),Latitude,Longitude,Sats,Acceleration (m/s/s),Bodyload,Impact Z1,Impact Z2,Impact Z3,Impact Z4,Impact Z5,Impact Z6,Split Name,Acceleration Load (m/s/s),Filtered Velocity (km/h)
43:43.9,00:08.3,0,1,16.968,5,15.567,26.727,61.294,35.89788338,139.9356769, T 4,4,3.3,0,0,0,0,0,0,,4,17.586
43:43.9,00:08.3,0,1,18.204,5,15.893,26.754,61.751,35.89788338,139.9356769, T 4,4,3.3,0,1,0,0,0,0,,4,17.586
43:44.0,00:08.4,0,1,19.44,5,16.241,26.78,62.209,35.89788338,139.9356769, T 4,4,3.3,0,0,0,0,0,0,,4,17.586
43:44.1,00:08.5,0,1,19.764,5,16.712,26.766,62.613,35.89789433,139.9356765, T 4,3.25,3.3,1,0,0,0,0,0,,3.25,19.926
43:44.1,00:08.5,0,1,20.088,5,17.081,26.753,63.018,35.89789433,139.9356765, T 4,3.25,3.3,0,0,0,0,0,0,,3.25,19.926
43:44.2,00:08.6,0,1,20.412,5,17.456,26.739,63.423,35.89789433,139.9356765, T 4,3.25,3.3,1,0,0,0,0,0,,3.25,19.926
43:44.3,00:08.7,0,1,20.34,5,17.834,26.698,63.777,35.8979039,139.9356751, T 4,0.525,3.3,1,0,0,0,0,0,,0.525,20.304
43:44.3,00:08.7,0,1,20.268,5,18.21,26.658,64.131,35.8979039,139.9356751, T 4,0.525,3.3,0,0,0,0,0,0,,0.525,20.304
43:44.4,00:08.8,0,1,20.196,5,18.584,26.617,64.485,35.8979039,139.9356751, T 4,0.525,3.4,0,1,0,0,0,0,,0.525,20.304
43:44.5,00:08.9,0,1,20.988,5,18.966,26.635,64.956,35.89791662,139.9356757, T 4,1.5,3.4,1,0,0,0,0,0,,1.5,21.384
43:44.5,00:08.9,0,1,21.78,5,19.362,26.652,65.426,35.89791662,139.9356757, T 4,1.5,3.4,0,0,0,0,0,0,,1.5,21.384
43:44.6,00:09.0,0,1,22.572,5,19.772,26.67,65.896,35.89791662,139.9356757, T 4,1.5,3.4,0,0,0,0,0,0,,1.5,21.384
43:44.7,00:09.1,0,1,22.344,5,20.188,26.717,66.301,35.89792755,139.9356773, T 4,1.175,3.4,1,0,0,0,0,0,,1.175,22.23
43:44.7,00:09.1,0,1,22.116,5,20.6,26.764,66.705,35.89792755,139.9356773, T 4,1.175,3.4,0,0,1,0,0,0,,1.175,22.23
43:44.8,00:09.2,0,1,21.888,5,21.007,26.812,67.109,35.89792755,139.9356773, T 4,1.175,3.4,1,0,0,0,0,0,,1.175,22.23
43:44.9,00:09.3,0,1,21.816,5,21.412,26.733,67.498,35.89793807,139.9356747, T 4,-0.625,3.4,0,0,0,0,0,0,,-0.625,21.78
43:44.9,00:09.3,0,1,21.744,5,21.815,26.655,67.888,35.89793807,139.9356747, T 4,-0.625,3.4,0,0,0,0,0,0,,-0.625,21.78
43:45.0,00:09.4,0,1,21.672,5,22.217,26.576,68.277,35.89793807,139.9356747, T 4,-0.625,3.6,0,0,0,0,0,0,,-0.625,21.78
43:45.1,00:09.5,0,1,21.696,5,22.631,26.579,68.683,35.89794906,139.9356748, T 4,-0.1,3.6,1,0,1,0,0,0,,-0.1,21.708
