"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:40:49:29","ポゼッションエンド",,,,,,
="0:40:49:29","筑波大学",,,,,,
="0:41:08:98","ポゼッションスタート",,,,,,
="0:41:08:98","相手チーム",,,,,,
="0:41:11:50","ポゼッションエンド",,,,,,
="0:41:11:50","相手チーム",,,,,,
="0:41:14:45","ポゼッションスタート",,,,,,
="0:41:14:45","相手チーム",,,,,,
="0:41:20:06",,"スローイン","山原怜音",,,,
="0:41:31:40","ポゼッションエンド",,,,,,
="0:41:31:40","相手チーム",,,,,,
="0:41:33:17",,,"山川哲史",,"カット",,
="0:41:33:99","ポゼッションスタート",,,,,,
="0:41:33:99","筑波大学",,,,,,
="0:41:35:64","ポゼッションエンド",,,,,,
="0:41:35:64","筑波大学",,,,,,
="0:41:50:21","ポゼッションスタート",,,,,,
="0:41:50:21","筑波大学",,,,,,
="0:41:53:07",,,"岩本翔","枠内シュート",,,
="0:42:00:65",,,"加藤匠人","枠内シュート",,,
="0:42:30:03","ポゼッションエンド",,,,,,
="0:42:30:03","筑波大学",,,,,,
="0:42:41:21","ポゼッションスタート",,,,,,
="0:42:41:21","筑波大学",,,,,,
="0:42:46:80",,,,"枠外シュート",,,
="0:43:21:28",,,"犬飼翔洋",,,"ファール",
="0:43:33:71","相手チーム","FK",,,,,
="0:43:48:54",,,"井川空",,"ブロック",,
="0:44:00:62",,,"知久航介","ドリブル",,,
="0:44:04:39","ポゼッションエンド",,,,,,
="0:44:04:39","筑波大学",,,,,,
="0:44:21:32",,,"山原怜音","クロス",,,
="0:44:32:77","ポゼッションスタート",,,,,,
="0:44:32:77","筑波大学",,,,,,
="0:44:34:79",,,"犬飼翔洋","枠内シュート",,,
="0:44:39:57",,,"山原怜音","ドリブル",,,
="0:45:10:89",,"キックオフ",,,,,
="0:45:22:82","ポゼッションエンド",,,,,,
="0:45:22:82","筑波大学",,,,,,
="0:45:27:22",,"スローイン","山原怜音",,,,
="0:45:37:88","ポゼッションスタート",,,,,,
="0:45:37:88","筑波大学",,,,,,
="0:45:45:12",,"スローイン","永満凌",,,,
="0:45:46:24","ポゼッションエンド",,,,,,
="0:45:46:24","筑波大学",,,,,,
="0:46:08:53",,,"知久航介","クロス",,,
="0:46:24:20","ポゼッションスタート",,,,,,
="0:46:24:20","相手チーム",,,,,,
="0:46:26:08","ポゼッションエンド",,,,,,
="0:46:26:08","相手チーム",,,,,,
="0:46:28:50",,,"生地慶充","枠内シュート",,,
="0:46:31:84","ポゼッションスタート",,,,,,
="0:46:31:84","相手チーム",,,,,,
="0:47:23:84","ポゼッションエンド",,,,,,
="0:47:23:84","相手チーム",,,,,,
="0:47:38:15","ポゼッションスタート",,,,,,
="0:47:38:15","筑波大学",,,,,,
="0:47:40:37","ポゼッションエンド",,,,,,
="0:47:40:37","筑波大学",,,,,,
