"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:23:07:12",,,"森海渡","ドリブル",,,
="0:23:08:02","ポゼッションスタート",,,,,,
="0:23:08:02","筑波大学",,,,,,
="0:23:09:48",,,"三笘薫","パス",,,
="0:23:11:72",,,"岩本翔","パス",,,
="0:23:16:86",,,"岩本翔",,"カット",,
="0:23:21:53",,,"岩本翔","パス",,,
="0:23:22:73",,,"三笘薫","枠内シュート",,,
="0:23:28:34",,,"岩本翔",,,"オフサイド",
="0:23:29:07","ポゼッションエンド",,,,,,
="0:23:29:07","筑波大学",,,,,,
="0:23:41:72","交代",,"犬飼翔洋",,,,
="0:23:41:72",,,"森海渡",,,,
="0:24:09:34","相手チーム","GK",,,,,
="0:24:17:12",,,"山川哲史",,"ブロック",,
="0:24:26:26","ポゼッションスタート",,,,,,
="0:24:26:26","筑波大学",,,,,,
="0:24:27:13",,,"渡邊陽","パス",,,
="0:24:28:00",,,"三笘薫","パス",,,
="0:24:29:10",,,"高嶺朋樹","パス",,,
="0:24:31:70","ポゼッションエンド",,,,,,
="0:24:31:70","筑波大学",,,,,,
="0:24:51:42","相手チーム","スローイン",,,,,
="0:25:02:46","ポゼッションスタート",,,,,,
="0:25:02:46","筑波大学",,,,,,
="0:25:02:63",,,"井川空","パス",,,
="0:25:06:50",,,"山川哲史","パス",,,
="0:25:08:50",,,"阿部航斗","パス",,,
="0:25:10:01",,,"井川空",,"インターセプト",,
="0:25:15:11",,,"井川空","パス",,,
="0:25:19:38","ポゼッションエンド",,,,,,
="0:25:19:38","筑波大学",,,,,,
="0:25:21:72",,"スローイン","三笘薫",,,,
="0:25:32:06",,,"岩本翔","パス",,,
="0:25:33:09",,,"三笘薫","パス",,,
="0:25:34:23","ポゼッションスタート",,,,,,
="0:25:34:23","筑波大学",,,,,,
="0:25:34:73",,,"渡邊陽","パス",,,
="0:25:35:33",,,"山川哲史",,"インターセプト",,
="0:25:41:60",,,"山川哲史","パス",,,
="0:25:43:81",,,"山原怜音","クロス",,,
="0:25:44:21",,,"森侑里","パス",,,
="0:25:52:55","ポゼッションエンド",,,,,,
="0:25:52:55","筑波大学",,,,,,
="0:26:04:69","ポゼッションスタート",,,,,,
="0:26:04:69","相手チーム",,,,,,
="0:26:38:76",,,"渡邊陽",,,"ファール",
="0:26:43:63","ポゼッションエンド",,,,,,
="0:26:43:63","相手チーム",,,,,,
="0:26:56:41","相手チーム","FK",,,,,
="0:27:24:87","相手チーム",,,,"被枠外シュート",,
="0:27:46:59",,"GK","阿部航斗",,,,
="0:28:06:35",,,"渡邊陽",,,"ファール",
="0:28:20:36","相手チーム","FK",,,,,
="0:28:25:93","ポゼッションスタート",,,,,,
="0:28:25:93","相手チーム",,,,,,
="0:28:43:49",,,"高嶺朋樹",,"インターセプト",,
="0:28:48:59","ポゼッションエンド",,,,,,
="0:28:48:59","相手チーム",,,,,,
="0:28:49:92","ポゼッションスタート",,,,,,
="0:28:49:92","筑波大学",,,,,,
="0:28:51:69",,,"犬飼翔洋","パス",,,
="0:28:52:53",,,"岩本翔","パス",,,
="0:28:52:59",,,"加藤匠人","クロス",,,
="0:28:56:56",,,"加藤匠人","パス",,,
="0:28:59:03","ポゼッションエンド",,,,,,
="0:28:59:03","筑波大学",,,,,,
="0:29:01:87",,,"山川哲史",,"インターセプト",,
="0:29:04:61",,,"高嶺朋樹","パス",,,
="0:29:06:74","ポゼッションスタート",,,,,,
="0:29:06:74","筑波大学",,,,,,
="0:29:08:14",,,"三笘薫","パス",,,
="0:29:11:05",,,"井川空","パス",,,
="0:29:14:88",,,"岩本翔","パス",,,
="0:29:17:29",,,"三笘薫","パス",,,
="0:29:17:79",,,"井川空","パス",,,
="0:29:18:02",,,"山川哲史",,"カット",,
="0:29:22:12",,,"山川哲史","パス",,,
