Player,: Teduka Takahiro,,,,,,,,,,,,,,,,,,,,,
Session,: 20190506 Top Kanto League 5sec vs Juntendo Univ.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Start,43:51.4,,,,,,,,,,,,,,,,,,,,,
End,00:23.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Time,Cumulative Time,Heart Rate,Heart Rate Zone,Speed (km/h),Speed Zone,Distance (m),X (m),Y (m),Latitude,Longitude,Sats,Acceleration (m/s/s),Bodyload,Impact Z1,Impact Z2,Impact Z3,Impact Z4,Impact Z5,Impact Z6,Split Name,Acceleration Load (m/s/s),Filtered Velocity (km/h)
44:02.1,00:10.7,0,1,0,1,0,21.37,58.707,35.89780264,139.9357702, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.2,00:10.8,0,1,0,1,0,21.383,58.674,35.89780264,139.9357702, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.3,00:10.9,0,1,0,1,0,21.383,58.674,35.89780248,139.9357704, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.3,00:10.9,0,1,0,1,0,21.383,58.674,35.89780248,139.9357704, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.4,00:11.0,0,1,0,1,0,21.397,58.657,35.89780248,139.9357704, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.5,00:11.1,0,1,0,1,0,21.397,58.657,35.89780223,139.9357703, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.5,00:11.1,0,1,0,1,0,21.397,58.657,35.89780223,139.9357703, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.6,00:11.2,0,1,0,1,0,21.389,58.629,35.89780223,139.9357703, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.7,00:11.3,0,1,0,1,0,21.389,58.629,35.89780208,139.9357703, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.7,00:11.3,0,1,0,1,0,21.389,58.629,35.89780208,139.9357703, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.8,00:11.4,0,1,0,1,0,21.389,58.613,35.89780208,139.9357703, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.9,00:11.5,0,1,0,1,0,21.389,58.613,35.8978019,139.9357704, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.9,00:11.5,0,1,0,1,0,21.389,58.613,35.8978019,139.9357704, T 14,0,0,0,0,0,0,0,0,,0,0
44:03.0,00:11.6,0,1,0,1,0,21.397,58.592,35.8978019,139.9357704, T 14,0,0,0,0,0,0,0,0,,0,0
